佛手瓜,2.50,2.75,3.00,普通,斤,2021-06-12
金丝南瓜,0.50,0.55,0.60,鲁冀,斤,2021-06-12
南北瓜,0.80,0.85,0.90,桂,斤,2021-06-12
尖椒,1.00,1.25,1.50,冀晋/鲁新,斤,2021-06-12
螺丝椒,1.30,1.65,2.00,普通,斤,2021-06-12
柿子椒,1.00,1.25,1.50,\鲁新,斤,2021-06-12
线椒,1.60,1.80,2.00,\鲁琼新,斤,2021-06-12
杭椒,1.80,1.90,2.00,普通,斤,2021-06-12
红香酥梨系列,1.50,1.75,2.00,梨类,斤,2021-06-12
红啤梨,3.00,3.25,3.50,梨类,斤,2021-06-12
蜜梨,2.00,2.50,3.00,梨类,斤,2021-06-12
耙耙柑、丑橘,2.00,2.50,3.00,柑橘类,斤,2021-06-12
鄂、湘、川脐橙,1.80,2.40,3.00,柑橘类,斤,2021-06-12
沃柑,3.50,4.00,4.50,柑橘类,斤,2021-06-12
夏橙,2.00,2.50,3.00,柑橘类,斤,2021-06-12
金桔,5.00,6.00,7.00,柑橘类,斤,2021-06-12
伦晚,1.80,2.40,3.00,柑橘类,斤,2021-06-12
油桃,2.50,4.25,6.00,桃李杏类,斤,2021-06-12
蟠桃,4.00,5.50,7.00,桃李杏类,斤,2021-06-12
水蜜桃,8.00,9.00,10.00,桃李杏类,斤,2021-06-12
春雪,2.80,5.40,8.00,桃李杏类,斤,2021-06-12
黄油桃,5.00,6.50,8.00,桃李杏类,斤,2021-06-12
黄毛桃,5.00,6.50,8.00,桃李杏类,斤,2021-06-12
突围,2.50,3.00,3.50,桃李杏类,斤,2021-06-12
猕猴桃（徐香翠香）,2.50,3.25,4.00,桃李杏类,斤,2021-06-12
猕猴桃（海沃德）,2.00,2.25,2.50,桃李杏类,斤,2021-06-12
胭脂杏,3.00,3.50,4.00,桃李杏类,斤,2021-06-12
李子,5.00,6.50,8.00,桃李杏类,斤,2021-06-12
香菇,3.00,4.00,5.00,普通,斤,2021-06-10
白玉菇,3.00,3.25,3.50,普通,斤,2021-06-10
口蘑,6.00,6.30,6.60,普通,斤,2021-06-10
杏鲍菇,2.00,2.50,3.00,普通,斤,2021-06-10
金针菇,1.20,1.60,2.00,普通,斤,2021-06-10
木耳菜,2.00,2.25,2.50,水菜,斤,2021-06-10
油菜,1.00,1.25,1.50,水菜,斤,2021-06-10
小白菜,1.20,1.40,1.60,水菜,斤,2021-06-10
油麦菜,1.00,1.25,1.50,水菜,斤,2021-06-10
奶白菜,3.50,3.75,4.00,水菜,斤,2021-06-10
散生菜,0.90,1.10,1.30,水菜,斤,2021-06-10
香葱,1.50,2.00,2.50,水菜,斤,2021-06-10
茼蒿,5.00,6.00,7.00,水菜,斤,2021-06-10
蒿子秆,2.00,2.50,3.00,水菜,斤,2021-06-10
水萝卜,2.00,2.25,2.50,水菜,斤,2021-06-10
樱桃萝卜,2.50,2.75,3.00,水菜,斤,2021-06-10
香芹,1.50,1.75,2.00,水菜,斤,2021-06-10
菠菜,3.00,3.25,3.50,水菜,斤,2021-06-10
苋菜,3.00,3.25,3.50,水菜,斤,2021-06-10
菊花菜,1.00,1.30,1.60,水菜,斤,2021-06-10
猪肺,4.00,4.25,4.50,猪肉类,个,2021-06-12
猪皮,3.00,4.00,5.00,猪肉类,斤,2021-06-12
猪肠头,22.00,22.00,22.00,猪肉类,斤,2021-06-12
猪肠,20.00,20.50,21.00,猪肉类,斤,2021-06-12
整牛,33.00,33.00,33.00,牛肉类,斤,2021-06-12
牛前腱,36.00,36.25,36.50,牛肉类,斤,2021-06-12
牛后腱,36.00,36.25,36.50,牛肉类,斤,2021-06-12
牛前腿,34.00,34.50,35.00,牛肉类,斤,2021-06-12
牛后腿,34.00,34.50,35.00,牛肉类,斤,2021-06-12
牛柳（里脊）,37.00,37.50,38.00,牛肉类,斤,2021-06-12
精牛柳,41.00,42.00,43.00,牛肉类,斤,2021-06-12
牛腩,34.00,34.50,35.00,牛肉类,斤,2021-06-12
牛林,34.00,34.50,35.00,牛肉类,斤,2021-06-12
牛骨,4.50,4.75,5.00,牛肉类,斤,2021-06-12
牛板筋,34.00,34.50,35.00,牛肉类,斤,2021-06-12
牛尾,33.00,34.00,35.00,牛肉类,斤,2021-06-12
牛上脑,34.00,34.50,35.00,牛肉类,斤,2021-06-12
整羊,25.00,25.50,26.00,羊肉类,斤,2021-06-12
去骨羊前腿,39.00,39.00,39.00,羊肉类,斤,2021-06-12
去骨羊后腿,39.00,39.50,40.00,羊肉类,斤,2021-06-12
南豆腐（屉）,1.80,1.80,1.80,豆制品,斤,2021-06-12
白玉北豆腐,4.00,4.00,4.00,豆制品,盒,2021-06-12
香香北豆腐,3.00,3.00,3.00,豆制品,盒,2021-06-12
白玉南豆腐,5.50,5.50,5.50,豆制品,盒,2021-06-12
豆腐丝,5.00,5.00,5.00,豆制品,斤,2021-06-12
精品豆腐丝,6.00,6.00,6.00,豆制品,袋,2021-06-12
豆腐皮,5.50,5.50,5.50,豆制品,斤,2021-06-12
豆腐干,4.50,4.50,4.50,豆制品,斤,2021-06-12
精品豆腐干,5.00,5.00,5.00,豆制品,袋,2021-06-12
豆腐泡,5.50,5.50,5.50,豆制品,斤,2021-06-12
精品豆腐泡,5.00,5.00,5.00,豆制品,袋,2021-06-12
白玉内酯豆腐,2.50,2.50,2.50,豆制品,盒,2021-06-12
香香内脂豆腐,1.50,1.50,1.50,豆制品,盒,2021-06-12
白条猪（瘦）,10.25,10.25,10.25,猪肉类,斤,2021-06-12
白条猪（肥）,8.50,8.50,8.50,猪肉类,斤,2021-06-12
前臀尖（瘦）,9.00,9.50,10.00,猪肉类,斤,2021-06-12
前臀尖（肥）,8.00,8.50,9.00,猪肉类,斤,2021-06-12
后臀尖（瘦）,9.00,9.50,10.00,猪肉类,斤,2021-06-12
后臀尖（肥）,8.00,8.50,9.00,猪肉类,斤,2021-06-12
五花肉（瘦）,12.00,12.50,13.00,猪肉类,斤,2021-06-12
秦杏,2.50,3.00,3.50,桃李杏类,斤,2021-06-12
金太阳,1.20,1.60,2.00,桃李杏类,斤,2021-06-12
凯特杏、白杏,2.00,2.50,3.00,桃李杏类,斤,2021-06-12
无籽小号-大号,1.80,1.90,2.00,西瓜类,斤,2021-06-12
麒麟、甜蜜蜜,1.80,2.10,2.40,西瓜类,斤,2021-06-12
特小风,2.00,2.25,2.50,西瓜类,斤,2021-06-12
L600吊秧瓜,1.80,2.15,2.50,西瓜类,斤,2021-06-12
甜王,0.90,1.05,1.20,西瓜类,斤,2021-06-12
蜜童,1.50,1.75,2.00,西瓜类,斤,2021-06-12
墨童西瓜,1.50,1.75,2.00,西瓜类,斤,2021-06-12
国产香蕉,2.20,2.50,2.80,香蕉类,斤,2021-06-12
南美、菲律宾香蕉,3.00,3.25,3.50,香蕉类,斤,2021-06-12
泰国香蕉（帝王蕉）,8.00,8.50,9.00,香蕉类,斤,2021-06-12
皇帝(小米）香蕉,3.00,3.40,3.80,香蕉类,斤,2021-06-12
晓蜜25号,1.80,2.00,2.20,甜瓜类,斤,2021-06-12
黄金瓜／金蜜,2.00,2.10,2.20,甜瓜类,斤,2021-06-12
玉菇,2.00,2.25,2.50,甜瓜类,斤,2021-06-12
网纹,3.00,3.25,3.50,甜瓜类,斤,2021-06-12
长香玉,1.40,1.50,1.60,甜瓜类,斤,2021-06-12
24/白糖罐,1.50,1.75,2.00,甜瓜类,斤,2021-06-12
布鲁克斯,6.00,11.00,16.00,樱桃类,斤,2021-06-12
先锋樱桃,5.00,10.00,15.00,樱桃类,斤,2021-06-12
冰库,8.00,10.00,12.00,樱桃类,斤,2021-06-12
沙蜜托,7.00,10.50,14.00,樱桃类,斤,2021-06-12
后肘,8.00,9.00,10.00,猪肉类,斤,2021-06-12
猪尾巴,40.00,41.00,42.00,猪肉类,斤,2021-06-12
猪蹄,18.00,18.00,18.00,猪肉类,斤,2021-06-12
纯排骨,21.00,22.00,23.00,猪肉类,斤,2021-06-12
纯腔骨,8.00,9.00,10.00,猪肉类,斤,2021-06-12
腔排骨,15.00,16.00,17.00,猪肉类,斤,2021-06-12
棒骨,10.00,10.50,11.00,猪肉类,斤,2021-06-12
猪头,13.00,13.00,13.00,猪肉类,斤,2021-06-12
猪口条,19.00,19.00,19.00,猪肉类,斤,2021-06-12
猪耳,26.00,26.00,26.00,猪肉类,斤,2021-06-12
猪肚,18.00,18.00,18.00,猪肉类,斤,2021-06-12
猪板油,9.00,9.00,9.00,猪肉类,斤,2021-06-12
肥膘肉,6.00,6.50,7.00,猪肉类,斤,2021-06-12
猪腰子,18.00,18.00,18.00,猪肉类,斤,2021-06-12
猪心,9.00,9.00,9.00,猪肉类,斤,2021-06-12
猪肝,8.00,8.00,8.00,猪肉类,斤,2021-06-12
鸡排腿,7.50,7.50,7.50,禽肉类,斤,2021-06-12
鸡琵琶腿,7.50,7.75,8.00,禽肉类,斤,2021-06-12
鸡爪,16.00,16.00,16.00,禽肉类,斤,2021-06-12
鸡头,2.00,2.25,2.50,禽肉类,斤,2021-06-12
鸡架子,2.00,2.25,2.50,禽肉类,斤,2021-06-12
鸡翅根,8.00,8.00,8.00,禽肉类,斤,2021-06-12
白条乌鸡（净膛）,13.00,13.00,13.00,禽肉类,斤,2021-06-12
箱鸡蛋,190.00,192.50,195.00,蛋类,斤,2021-06-12
箱鸡蛋,4.32,4.38,4.43,蛋类,斤,2021-06-12
散鸡蛋,4.60,4.60,4.60,蛋类,斤,2021-06-12
生鸭蛋,5.50,6.00,6.50,蛋类,斤,2021-06-12
熟鸭蛋,5.80,6.65,7.50,蛋类,斤,2021-06-12
松花蛋,6.00,7.00,8.00,蛋类,斤,2021-06-12
鹅蛋,12.00,12.50,13.00,蛋类,斤,2021-06-12
鹌鹑蛋,5.20,5.85,6.50,蛋类,斤,2021-06-12
柴鸡蛋,4.60,7.30,10.00,蛋类,斤,2021-06-12
乌鸡蛋,7.80,8.15,8.50,蛋类,斤,2021-06-12
鸵鸟蛋,100.00,110.00,120.00,蛋类,个,2021-06-12
鸽子蛋,2.50,2.55,2.60,蛋类,个,2021-06-12
北豆腐（屉）,1.60,1.60,1.60,豆制品,斤,2021-06-12
羊腰窝,38.00,38.00,38.00,羊肉类,斤,2021-06-12
羊肉片,38.00,39.00,40.00,羊肉类,斤,2021-06-12
羊腰子（挂油）,15.00,15.50,16.00,羊肉类,个,2021-06-12
羊蝎子,16.00,16.50,17.00,羊肉类,斤,2021-06-12
羊蝎子（精品）,29.00,29.50,30.00,羊肉类,斤,2021-06-12
羊排骨,29.00,29.50,30.00,羊肉类,斤,2021-06-12
羊尾巴油,9.00,9.00,9.00,羊肉类,斤,2021-06-12
羊小腿（羊棒）,24.00,24.50,25.00,羊肉类,斤,2021-06-12
羊上脑,39.00,39.00,39.00,羊肉类,斤,2021-06-12
羊骨头,10.00,10.00,10.00,羊肉类,斤,2021-06-12
羊腩,30.00,30.00,30.00,羊肉类,斤,2021-06-12
羊里脊,39.00,39.00,39.00,羊肉类,斤,2021-06-12
淘汰鸡（干净膛）,11.00,11.00,11.00,禽肉类,斤,2021-06-12
淘汰鸡（净膛）,10.00,10.00,10.00,禽肉类,斤,2021-06-12
仔鸡（净膛）,7.00,7.00,7.00,禽肉类,斤,2021-06-12
肉鸡,6.50,6.50,6.50,禽肉类,斤,2021-06-12
鸡胸,7.00,7.25,7.50,禽肉类,斤,2021-06-12
鸡翅,10.00,10.50,11.00,禽肉类,斤,2021-06-12
鸡翅中,21.00,21.00,21.00,禽肉类,斤,2021-06-12
鸡边腿,7.00,7.00,7.00,禽肉类,斤,2021-06-12
紫菜苔,3.00,3.10,3.20,普通,斤,2021-06-12
番茄,1.00,1.30,1.60,川鲁蒙,斤,2021-06-12
番茄（精品）,1.50,1.65,1.80,\鲁新,斤,2021-06-12
樱西,2.80,2.90,3.00,小红,斤,2021-06-12
黄瓜,0.70,0.85,1.00,蒙辽袋\鲁,斤,2021-06-12
黄瓜(鲜干花),0.90,1.00,1.10,冀,斤,2021-06-12
小黄瓜,1.60,2.10,2.60,旱\荷兰,斤,2021-06-12
茄子,0.80,1.00,1.20,冀,斤,2021-06-12
长茄,0.80,1.10,1.40,辽,斤,2021-06-12
广茄,1.30,1.65,2.00,冀,斤,2021-06-12
线茄,2.00,2.50,3.00,冀,斤,2021-06-12
吊冬瓜,0.65,0.73,0.80,冀,斤,2021-06-12
地冬瓜,0.50,0.55,0.60,冀,斤,2021-06-12
小毛冬瓜,0.80,1.00,1.20,冀\长,斤,2021-06-12
架豆,1.00,1.15,1.30,普通,斤,2021-06-12
豆王,1.80,2.65,3.50,普通,斤,2021-06-12
扁豆,2.00,3.00,4.00,冀\鲁聊城,斤,2021-06-12
豇豆,1.90,2.45,3.00,鲁\京,斤,2021-06-12
白不老,1.60,1.70,1.80,滇|鲁,斤,2021-06-12
锅里变架豆,1.80,1.90,2.00,普通,斤,2021-06-12
乒乓球葡萄,6.00,8.00,10.00,葡萄类,斤,2021-06-12
维多利亚葡萄,4.00,5.00,6.00,葡萄类,斤,2021-06-12
郁金香,9.00,10.00,11.00,葡萄类,斤,2021-06-12
紫甜,8.00,8.50,9.00,葡萄类,斤,2021-06-12
台农小芒果,2.50,3.25,4.00,芒果类,斤,2021-06-12
台农大芒果,2.50,3.75,5.00,芒果类,斤,2021-06-12
红金龙,4.00,5.00,6.00,芒果类,斤,2021-06-12
高乐密,2.50,3.75,5.00,芒果类,斤,2021-06-12
青皮芒果,3.00,3.50,4.00,芒果类,斤,2021-06-12
水仙芒果,3.50,4.50,5.50,芒果类,斤,2021-06-12
肯特\新世纪\澳芒,3.00,4.50,6.00,芒果类,斤,2021-06-12
妃子笑,4.00,5.00,6.00,荔枝类,斤,2021-06-12
荔枝王,9.00,9.50,10.00,荔枝类,斤,2021-06-12
鸡嘴荔枝,8.00,9.00,10.00,荔枝类,斤,2021-06-12
玉荷包荔枝,4.00,4.50,5.00,荔枝类,斤,2021-06-12
桂味,8.00,9.00,10.00,荔枝类,斤,2021-06-12
越荔荔枝,7.00,8.00,9.00,荔枝类,斤,2021-06-12
红灯,8.00,10.50,13.00,樱桃类,斤,2021-06-12
水晶,10.00,14.00,18.00,樱桃类,斤,2021-06-12
美早,6.50,23.25,40.00,樱桃类,斤,2021-06-12
五花肉（肥）,11.00,11.50,12.00,猪肉类,斤,2021-06-12
纯通脊,11.00,11.50,12.00,猪肉类,斤,2021-06-12
通脊,8.00,9.00,10.00,猪肉类,斤,2021-06-12
纯瘦肉,10.00,10.50,11.00,猪肉类,斤,2021-06-12
护心肉,17.00,17.00,17.00,猪肉类,斤,2021-06-12
前肘,10.00,10.50,11.00,猪肉类,斤,2021-06-12
大白菜,0.50,0.55,0.60,储存\新,斤,2021-06-11
娃娃菜,0.60,0.75,0.90,大\小,斤,2021-06-11
小白菜,0.50,0.60,0.70,普通,斤,2021-06-11
芹菜,0.80,0.90,1.00,\冀,斤,2021-06-11
西芹,1.50,1.65,1.80,普通,斤,2021-06-11
菠菜,1.30,1.55,1.80,冀\蒙,斤,2021-06-11
莴笋,1.20,1.35,1.50,冀/鲁,斤,2021-06-11
团生菜,0.80,0.90,1.00,毛|净,斤,2021-06-11
圆白菜,0.30,0.40,0.50,\冀,斤,2021-06-11
紫甘蓝,0.70,0.73,0.75,冀,斤,2021-06-11
散叶生菜,0.80,1.00,1.20,\京冀,斤,2021-06-11
油菜,1.00,1.10,1.20,\京冀,斤,2021-06-11
香菜,1.80,1.90,2.00,\冀,斤,2021-06-11
茴香,1.00,1.20,1.40,\冀,斤,2021-06-11
芋头,2.00,2.15,2.30,\鲁,斤,2021-06-12
苇叶,6.00,7.25,8.50,普通,斤,2021-06-12
姜,3.00,4.00,5.00,姜头\整,斤,2021-06-12
大蒜,2.50,3.00,3.50,普通,斤,2021-06-12
新蒜,2.60,2.80,3.00,普通,斤,2021-06-12
蒜米,3.20,3.50,3.80,普通,斤,2021-06-12
大葱,0.80,1.00,1.20,冀\鲁,斤,2021-06-12
小葱,1.00,1.10,1.20,普通,斤,2021-06-12
蒜苗,2.00,3.25,4.50,苏鲁,斤,2021-06-12
蒜黄,5.00,5.50,6.00,\冀,斤,2021-06-12
青蒜,2.20,2.50,2.80,冀,斤,2021-06-12
平菇,3.00,3.25,3.50,\小叶,斤,2021-06-12
香菇,3.00,4.00,5.00,普通,斤,2021-06-12
白玉菇,3.00,3.40,3.80,普通,斤,2021-06-12
口蘑,6.00,6.30,6.60,普通,斤,2021-06-12
杏鲍菇,2.00,2.50,3.00,普通,斤,2021-06-12
金针菇,1.20,1.60,2.00,普通,斤,2021-06-12
大白菜,0.40,0.50,0.60,储存\新,斤,2021-06-12
娃娃菜,0.60,0.75,0.90,大\小,斤,2021-06-12
小白菜,0.50,0.60,0.70,普通,斤,2021-06-12
韭菜,1.00,1.10,1.20,普通,斤,2021-06-11
韭菜苔,3.50,3.75,4.00,普通,斤,2021-06-11
苦菊,1.00,1.15,1.30,辽,斤,2021-06-11
油麦菜,0.90,1.00,1.10,\京,斤,2021-06-11
散菜花,1.10,1.30,1.50,豫\苏,斤,2021-06-11
绿菜花,1.50,1.75,2.00,京\ 冀,斤,2021-06-11
菜花,1.10,1.30,1.50,/冀,斤,2021-06-11
绿豆芽,0.95,0.98,1.00,普通,斤,2021-06-11
黄豆芽,0.85,0.88,0.90,普通,斤,2021-06-11
紫菜苔,3.00,3.10,3.20,普通,斤,2021-06-11
番茄,1.00,1.30,1.60,川鲁蒙,斤,2021-06-11
番茄（精品）,1.50,1.65,1.80,\鲁新,斤,2021-06-11
樱西,2.80,2.90,3.00,小红,斤,2021-06-11
黄瓜,0.70,0.85,1.00,蒙辽袋\鲁,斤,2021-06-11
黄瓜(鲜干花),0.90,1.00,1.10,冀,斤,2021-06-11
